scheme_code,scheme_name,isin,gf_nav,gf_nav_date
113064,Axis Triple Advantage Fund - Regular Plan - Growth Option,INF846K01768,18.5975,31-Jan-2018
113065,Axis Triple Advantage Fund - Regular Plan - IDCW,INF846K01776,15.1683,31-Jan-2018
103131,HDFC Multi-Asset Fund - Growth Option,INF179K01AP0,31.3339,31-Jan-2018
119131,HDFC Multi-Asset Fund - Growth Option - Direct Plan,INF179K01XW8,32.2705,31-Jan-2018
103130,HDFC Multi-Asset Fund - IDCW Option,INF179K01AN5,12.2771,31-Jan-2018
119130,HDFC Multi-Asset Fund - IDCW Option - Direct Plan,INF179K01XU2,13.2384,31-Jan-2018
120334,ICICI Prudential Multi-Asset Fund - Direct Plan - Growth,INF109K015K4,277.8452,31-Jan-2018
120335,ICICI Prudential Multi-Asset Fund - Direct Plan - IDCW,INF109K013K9,28.7554,31-Jan-2018
101144,ICICI Prudential Multi-Asset Fund - Growth,INF109K01761,266.7272,31-Jan-2018
101143,ICICI Prudential Multi-Asset Fund - IDCW,INF109K01ED5,24.4015,31-Jan-2018
115269,ICICI Prudential Multi-Asset Fund- Institutional Growth Option,INF109K01TN2,26.2046,31-Jan-2018
104898,ICICI Prudential Multi-Asset Fund-Institutional Option - I,INF109K01787,44.5786,31-Jan-2018
119174,Navi 3 IN 1 FUND - Direct Plan Monthly IDCW Payout,INF959L01551,16.4534,31-Jan-2018
119175,Navi 3 IN 1 FUND - Direct Plan Quarterly IDCW Payout,INF959L01577,16.1571,31-Jan-2018
114854,Navi 3 IN 1 FUND - MONTHLY IDCW Payout,INF959L01023,17.0283,31-Jan-2018
115101,Navi 3 IN 1 FUND - QUARTERLY IDCW Payout,INF959L01031,15.5376,31-Jan-2018
119176,Navi 3 in 1 Fund-Direct Plan-Growth Option,INF959L01544,18.1066,31-Jan-2018
114855,Navi 3 in 1 Fund-Growth,INF959L01015,17.0262,31-Jan-2018
120820,quant Multi Asset Fund - IDCW Option - Direct Plan,INF966L01564,31.6219,31-Jan-2018
101071,quant Multi Asset Fund - IDCW Option - Regular Plan,INF966L01184,31.6219,31-Jan-2018
101072,quant Multi Asset Fund-GROWTH OPTION - Regular Plan,INF966L01200,34.5443,31-Jan-2018
120821,quant Multi Asset Fund-GROWTH OPTION-Direct Plan,INF966L01580,34.5443,31-Jan-2018
119840,SBI Multi Asset Allocation Fund - Direct Plan - Annual Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01TX8,16.8795,31-Jan-2018
119843,SBI MULTI ASSET ALLOCATION FUND - DIRECT PLAN - GROWTH,INF200K01TZ3,26.8715,31-Jan-2018
119841,SBI Multi Asset Allocation Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01UA4,13.0993,31-Jan-2018
119842,SBI Multi Asset Allocation Fund - Direct Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01UC0,13.9042,31-Jan-2018
103409,SBI Multi Asset Allocation Fund - Regular Plan - Annual Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01784,16.2093,31-Jan-2018
103408,SBI MULTI ASSET ALLOCATION FUND - REGULAR PLAN - GROWTH,INF200K01800,25.8732,31-Jan-2018
103400,SBI Multi Asset Allocation Fund - Regular Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01818,12.6166,31-Jan-2018
103401,SBI Multi Asset Allocation Fund - Regular Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01834,12.6967,31-Jan-2018
119328,Union Asset Allocation Fund - Direct Plan - Dividend Option,INF582M01948,12.5913,31-Jan-2018
119327,Union Asset Allocation Fund - Direct Plan - Growth Option,INF582M01922,15.7837,31-Jan-2018
117394,Union Asset Allocation Fund - Dividend Option,INF582M01484,12.1020,31-Jan-2018
117393,Union Asset Allocation Fund - Growth Option,INF582M01468,15.2849,31-Jan-2018
111599,UTI - Multi Asset Fund - Regular Plan - Growth Option,INF789F01AP6,34.0833,31-Jan-2018
120760,UTI - Multi Asset Fund- Direct Plan - Growth Option,INF789F01VE6,35.3284,31-Jan-2018
120761,UTI Multi Asset Fund - Direct Plan - IDCW,INF789F01VC0,19.9844,31-Jan-2018
111602,UTI Multi Asset Fund - Regular Plan - IDCW,INF789F01AN1,19.1713,31-Jan-2018
119526,Aditya Birla Sun Life Arbitrage Fund - Growth - Direct Plan,INF209K01VP1,18.1770,31-Jan-2018
112088,Aditya BIRLA SUN LIFE ARBITRAGE FUND - REGULAR PLAN - GROWTH,INF209K01264,17.7014,31-Jan-2018
119525,Aditya Birla Sun Life Arbitrage Fund-DIRECT - IDCW,INF209K01P80,11.1185,31-Jan-2018
112087,Aditya Birla Sun Life Arbitrage Fund-Regular - IDCW,INF209K01256,10.9162,31-Jan-2018
130773,Axis Arbitrage Fund - Direct Plan - Growth,INF846K01PZ1,12.8845,31-Jan-2018
130774,Axis Arbitrage Fund - Direct Plan - IDCW,INF846K01QA2,10.9632,31-Jan-2018
130771,Axis Arbitrage Fund - Regular Plan - Growth,INF846K01QC8,12.5163,31-Jan-2018
130776,Axis Arbitrage Fund - Regular Plan - IDCW,INF846K01QD6,10.5365,31-Jan-2018
140387,BNP PARIBAS ARBITRAGE FUND -DIRECT PLAN - ADHOC Income Distribution cum Capital Withdrawal OPTION,INF251K01OV6,10.3560,31-Jan-2018
141208,BNP PARIBAS ARBITRAGE FUND DIRECT PLAN MONTHLY Income Distribution cum Capital Withdrawal Option,INF251K01PF6,10.0160,31-Jan-2018
141209,BNP PARIBAS ARBITRAGE FUND DIRECT PLAN QUARTERLY Income Distribution cum Capital Withdrawal Option,INF251K01PJ8,10.1060,31-Jan-2018
141207,BNP PARIBAS ARBITRAGE FUND REGULAR PLAN MONTHLY Income Distribution cum Capital Withdrawal Option,INF251K01PD1,10.0090,31-Jan-2018
141210,BNP PARIBAS ARBITRAGE FUND REGULAR PLAN QUARTERLY Income Distribution cum Capital Withdrawal Option,INF251K01PH2,10.0620,31-Jan-2018
140385,BNP PARIBAS ARBITRAGE FUND- REGULAR PLAN- GROWTH OPTION,INF251K01ON3,10.6840,31-Jan-2018
140386,BNP PARIBAS ARBITRAGE FUND-DIRECT PLAN-GROWTH OPTION,INF251K01OT0,10.7520,31-Jan-2018
140388,BNP PARIBAS ARBITRAGE FUND-REGULAR PLAN- ADHOC Income Distribution cum Capital Withdrawal OPTION,INF251K01OP8,10.4360,31-Jan-2018
142283,DSP Arbitrage Fund - Direct - Growth,INF740KA1DN4,10.020,31-Jan-2018
142279,DSP Arbitrage Fund - Direct - IDCW,INF740KA1DO2,10.020,31-Jan-2018
142281,DSP Arbitrage Fund - Direct - IDCW - Monthly,INF740KA1DQ7,10.020,31-Jan-2018
142282,DSP Arbitrage Fund - Regular - Growth,INF740KA1DI4,10.019,31-Jan-2018
142280,DSP Arbitrage Fund - Regular - IDCW,INF740KA1DJ2,10.019,31-Jan-2018
142278,DSP Arbitrage Fund - Regular - IDCW - Monthly,INF740KA1DL8,10.019,31-Jan-2018
130209,Edelweiss Arbitrage Fund - Direct Plan - IDCW Option,INF754K01EB2,10.786,31-Jan-2018
141606,Edelweiss Arbitrage Fund - Monthly  Direct Plan - IDCW Option,INF754K01HW1,12.6263,31-Jan-2018
141605,Edelweiss Arbitrage Fund - Monthly  Regular Plan - IDCW Option,INF754K01HT7,12.3855,31-Jan-2018
130207,Edelweiss Arbitrage Fund - Regular Plan - IDCW Option,INF754K01EG1,10.6234,31-Jan-2018
130206,Edelweiss Arbitrage Fund- Direct Plan- Growth Option,INF754K01EA4,13.055,31-Jan-2018
130208,Edelweiss Arbitrage Fund- Regular Plan -Bonus Option,INF754K01EJ5,12.814,31-Jan-2018
130205,Edelweiss Arbitrage Fund- Regular Plan- Growth Option,INF754K01EF3,12.8132,31-Jan-2018
118931,HDFC ARBITRAGE FUND - Growth Option - Direct Plan,INF179K01UU8,20.6760,31-Jan-2018
118930,HDFC ARBITRAGE FUND - Quarterly IDCW Option - Direct Plan,INF179K01UV6,15.6670,31-Jan-2018
106796,HDFC ARBITRAGE FUND - Retail Growth Option,INF179K01319,20.1890,31-Jan-2018
106799,HDFC ARBITRAGE FUND - Retail IDCW Option,,14.9930,31-Jan-2018
106797,HDFC ARBITRAGE FUND - Retail Quarterly IDCW Option,INF179K01327,14.3490,31-Jan-2018
106793,HDFC ARBITRAGE FUND - Wholesale Growth Option,INF179K01343,20.6020,31-Jan-2018
129052,HDFC ARBITRAGE FUND - Wholesale Growth Option - Direct Plan,INF179KA1KT6,13.0420,31-Jan-2018
106795,HDFC ARBITRAGE FUND - Wholesale IDCW Option,INF179KA1KM1,10.4920,31-Jan-2018
129053,HDFC ARBITRAGE FUND - Wholesale IDCW Option - Direct Plan,INF179KA1KQ2,10.7820,31-Jan-2018
129054,HDFC ARBITRAGE FUND - Wholesale Monthly IDCW - Direct Plan,INF179KA1KS8,10.5210,31-Jan-2018
129051,HDFC ARBITRAGE FUND - Wholesale Monthly IDCW Option  ,INF179KA1KO7,10.9350,31-Jan-2018
104684,ICICI Prudential Equity - Arbitrage Fund-Institutional Growth Option,INF109K01BD1,23.0012,31-Jan-2018
120364,ICICI Prudential Equity Arbitrage Fund - Direct Plan - Growth,INF109K016O4,23.4264,31-Jan-2018
120365,ICICI Prudential Equity Arbitrage Fund - Direct Plan - IDCW,INF109K017O2,14.8878,31-Jan-2018
130951,ICICI Prudential Equity Arbitrage Fund - Direct Plan Bonus,INF109KA1C07,12.7458,31-Jan-2018
104683,ICICI Prudential Equity Arbitrage Fund - Growth,INF109K01BF6,22.7847,31-Jan-2018
104681,ICICI Prudential Equity Arbitrage Fund - IDCW,INF109K01EF0,13.7566,31-Jan-2018
133680,IDFC Arbitrage Fund - Regular Plan - Annual IDCW,INF194KA1YD2,10.9359,31-Jan-2018
108845,IDFC Arbitrage Fund - Regular Plan - Growth,INF194K01649,21.7246,31-Jan-2018
108847,IDFC Arbitrage Fund - Regular Plan - Monthly IDCW,INF194K01656,12.6481,31-Jan-2018
118474,IDFC Arbitrage Fund-Direct Plan- Growth,INF194K01Y60,22.3088,31-Jan-2018
133679,IDFC Arbitrage Fund-Direct Plan-Annual IDCW,INF194KA1YG5,12.0155,31-Jan-2018
118475,IDFC Arbitrage Fund-Direct Plan-Monthly IDCW,INF194K01Y78,13.0103,31-Jan-2018
133181,Indiabulls Arbitrage Fund - Direct Plan - Growth Option,INF666M01AW8,12.6019,31-Jan-2018
133184,Indiabulls Arbitrage Fund - Regular Plan - Growth Option,INF666M01BA2,12.3599,31-Jan-2018
140805,Indiabulls Arbitrage Fund- Direct Plan- Half Yearly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),INF666M01CE2,10.6087,31-Jan-2018
140801,Indiabulls Arbitrage Fund- Direct Plan- Monthly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),INF666M01AX6,10.5925,31-Jan-2018
140802,Indiabulls Arbitrage Fund- Regular Plan- Monthly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),INF666M01BB0,10.5472,31-Jan-2018
130788,Invesco India Arbitrage Fund - Annual Bonus,INF205K01P50,21.1219,31-Jan-2018
122785,Invesco India Arbitrage Fund - Bonus Option,INF205K01VF0,14.0812,31-Jan-2018
130787,Invesco India Arbitrage Fund - Direct Plan - Annual Bonus,INF205K01P68,21.7598,31-Jan-2018
122784,Invesco India Arbitrage Fund - Direct Plan - Bonus Option,INF205K01VO2,14.5065,31-Jan-2018
120401,Invesco India Arbitrage Fund - Direct Plan - Growth Option,INF205K01KR8,21.7603,31-Jan-2018
120400,Invesco India Arbitrage Fund - Direct Plan - IDCW (Payout / Reinvestment),INF205K01KP2,13.4477,31-Jan-2018
105603,Invesco India Arbitrage Fund - Growth Option,INF205K01122,21.1214,31-Jan-2018
105604,Invesco India Arbitrage Fund - IDCW (Payout / Reinvestment),INF205K01148,12.9153,31-Jan-2018
133395,JM Arbitrage Fund (Direct) - Annual Bonus Option - Principal Units,INF192K01GX4,12.0441,31-Jan-2018
135173,JM Arbitrage Fund (Direct) - Annual IDCW,INF192K01KY4,10.6720,31-Jan-2018
130604,JM Arbitrage Fund (Direct) - Bonus Option - Principal Units,INF192K01GL9,12.5486,31-Jan-2018
120482,JM Arbitrage Fund (Direct) - Growth Option,INF192K01BN6,23.4486,31-Jan-2018
133397,JM Arbitrage Fund (Direct) - Half Yearly Bonus Option - Principal Units,INF192K01ID2,23.4953,31-Jan-2018
135171,JM Arbitrage Fund (Direct) - Half Yearly IDCW,INF192K01KU2,10.8966,31-Jan-2018
135172,JM Arbitrage Fund (Direct) - Monthly IDCW,INF192K01KM9,12.6092,31-Jan-2018
133398,JM Arbitrage Fund (Direct) - Quarterly Bonus Option - Principal Units,INF192K01IH3,23.5020,31-Jan-2018
135174,JM Arbitrage Fund (Direct) - Quarterly IDCW,INF192K01KQ0,11.1909,31-Jan-2018
120481,JM Arbitrage Fund (Direct)- IDCW,INF192K01BL0,11.0997,31-Jan-2018
133394,JM Arbitrage Fund (Regular) - Annual Bonus Option - Principal Units,INF192K01GV8,23.0992,31-Jan-2018
135167,JM Arbitrage Fund (Regular) - Annual IDCW,INF192K01KW8,12.2403,31-Jan-2018
130603,JM Arbitrage Fund (Regular) - Bonus Option - Principal Units,INF192K01GJ3,12.4326,31-Jan-2018
103780,JM Arbitrage Fund (Regular) - Growth Option,INF192K01510,22.8684,31-Jan-2018
133399,JM Arbitrage Fund (Regular) - Half Yearly Bonus Option - Principal Units,INF192K01IB6,23.1388,31-Jan-2018
135170,JM Arbitrage Fund (Regular) - Half Yearly IDCW,INF192K01KS6,10.2252,31-Jan-2018
103781,JM Arbitrage Fund (Regular) - IDCW ,INF192K01494,10.6638,31-Jan-2018
135168,JM Arbitrage Fund (Regular) - Monthly IDCW,INF192K01KK3,12.1725,31-Jan-2018
133396,JM Arbitrage Fund (Regular) - Quarterly Bonus Option - Principal Units,INF192K01IF7,23.1388,31-Jan-2018
135169,JM Arbitrage Fund (Regular) - Quarterly IDCW,INF192K01KO5,10.3760,31-Jan-2018
133033,Kotak Equity Arbitrage Fund -  Payout of Income Distribution cum capital withdrawal option-Bimonthly Direct,INF174K01F26,20.1844,31-Jan-2018
140414,Kotak Equity Arbitrage Fund - Fortnightly -Payout of Income Distribution cum capital withdrawal option Regular,INF174K012K1,23.2478,31-Jan-2018
105968,Kotak Equity Arbitrage Fund - Growth,INF174K01302,24.6135,31-Jan-2018
119771,Kotak Equity Arbitrage Fund - Growth - Direct,INF174K01LC6,25.2394,31-Jan-2018
105967,Kotak Equity Arbitrage Fund - Payout of Income Distribution cum capital withdrawal option,INF174K01328,10.7511,31-Jan-2018
119770,Kotak Equity Arbitrage Fund - Payout of Income Distribution cum capital withdrawal option - Direct,INF174K01LE2,11.007,31-Jan-2018
140413,Kotak Equity Arbitrage Fund -Fortnightly - Payout of Income Distribution cum capital withdrawal option- Direct,INF174K013K9,23.7296,31-Jan-2018
133034,Kotak Equity Arbitrage Fund -Payout of Income Distribution cum capital withdrawal option Bimonthly,INF174K01F18,19.992,31-Jan-2018
130450,L&T Arbitrage Opportunities Fund - Direct Plan - Growth,INF917K01QR5,12.964,31-Jan-2018
130447,L&T Arbitrage Opportunities Fund - Direct Plan - Monthly IDCW,INF917K01QT1,10.254,31-Jan-2018
130448,L&T Arbitrage Opportunities Fund - Direct Plan - Quarterly IDCW,INF917K01QV7,10.693,31-Jan-2018
130451,L&T Arbitrage Opportunities Fund - Regular Plan - Bonus,INF917K01QQ7,12.685,31-Jan-2018
130446,L&T Arbitrage Opportunities Fund - Regular Plan - Growth,INF917K01QL8,12.685,31-Jan-2018
130452,L&T Arbitrage Opportunities Fund - Regular Plan - Monthly IDCW,INF917K01QN4,10.059,31-Jan-2018
130449,L&T Arbitrage Opportunities Fund - Regular Plan - Quarterly IDCW,INF917K01QP9,10.623,31-Jan-2018
118587,NIPPON INDIA ARBITRAGE FUND - DIRECT Plan - IDCW Option,INF204K01YA8,12.6640,31-Jan-2018
128821,NIPPON INDIA ARBITRAGE FUND - DIRECT Plan - MONTHLY IDCW Option,INF204KA1MV7,10.8681,31-Jan-2018
118585,Nippon India Arbitrage Fund - Direct Plan Growth Plan - Growth Option,INF204K01XZ7,18.0613,31-Jan-2018
113345,Nippon India Arbitrage Fund - Growth Plan - Growth Option,INF204K01IY1,17.6068,31-Jan-2018
113346,NIPPON INDIA ARBITRAGE FUND - IDCW Option,INF204K01IZ8,12.1094,31-Jan-2018
128820,NIPPON INDIA ARBITRAGE FUND - MONTHLY IDCW Option,INF204KA1MT1,10.6039,31-Jan-2018
138880,PGIM India Arbitrage Fund - Direct Plan - Annual Dividend,INF223J012N9,11.6635,31-Jan-2018
138875,PGIM India Arbitrage Fund - Direct Plan - Growth,INF223J013N7,12.7737,31-Jan-2018
138878,PGIM India Arbitrage Fund - Direct Plan - Monthly Dividend,INF223J011N1,10.6859,31-Jan-2018
138879,PGIM India Arbitrage Fund - Direct Plan - Quarterly Dividend,INF223J010N3,10.9221,31-Jan-2018
138877,PGIM India Arbitrage Fund - Direct Plan - Regular Dividend,INF223J019M6,12.1949,31-Jan-2018
138885,PGIM India Arbitrage Fund - Regular Plan - Annual Dividend,INF223J012M1,11.4364,31-Jan-2018
138876,PGIM India Arbitrage Fund - Regular Plan - Growth,INF223J019N4,12.5325,31-Jan-2018
138883,PGIM India Arbitrage Fund - Regular Plan - Monthly Dividend,INF223J011M3,10.5381,31-Jan-2018
138884,PGIM India Arbitrage Fund - Regular Plan - Quarterly Dividend,INF223J010M5,10.7754,31-Jan-2018
138887,PGIM India Arbitrage Fund - Regular Plan - Regular Dividend,INF223J019L8,11.8613,31-Jan-2018
139221,Principal Arbitrage Fund - Direct Plan - Growth,INF173K01NF7,11.1374,31-Jan-2018
139219,Principal Arbitrage Fund - Direct Plan- Monthly Income Distribution CUM Capital Withdrawal,INF173K01NC4,10.7515,31-Jan-2018
139224,Principal Arbitrage Fund - Regular Plan - Growth,INF173K01NB6,11.0004,31-Jan-2018
139222,Principal Arbitrage Fund - Regular Plan - Monthly Income Distribution CUM Capital Withdrawal,INF173K01MY0,10.6838,31-Jan-2018
119574,SBI Arbitrage Opportunities Fund - Direct Plan - Gr,INF200K01QU0,22.9985,31-Jan-2018
119567,SBI Arbitrage Opportunities Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01QS4,14.1186,31-Jan-2018
104457,SBI Arbitrage Opportunities Fund - Regular Plan - Gr,INF200K01156,22.4522,31-Jan-2018
104458,SBI Arbitrage Opportunities Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01131,13.3015,31-Jan-2018
120795,UTI Arbitrage Fund - Direct Plan - Growth Option,INF789FB1RG6,23.7503,31-Jan-2018
120796,UTI Arbitrage Fund - Direct Plan - IDCW,INF789FB1RE1,16.7298,31-Jan-2018
104075,UTI Arbitrage Fund - Regular Plan - Growth Option,INF789FB1RJ0,23.2183,31-Jan-2018
104074,UTI Arbitrage Fund - Regular Plan - IDCW,INF789FB1RH4,15.9356,31-Jan-2018
132996,Aditya Birla Sun Life Equity Savings Fund - Direct - IDCW,INF209KA1TQ7,12.37,31-Jan-2018
132995,Aditya Birla Sun Life Equity Savings Fund - Direct Plan - Growth,INF209KA1TP9,13.65,31-Jan-2018
132997,Aditya Birla Sun Life Equity Savings Fund - Regular - IDCW,INF209KA1TT1,11.46,31-Jan-2018
132998,Aditya Birla Sun Life Equity Savings Fund - Regular Plan - Growth,INF209KA1TS3,13.17,31-Jan-2018
135120,Axis Equity Saver Fund - Direct Plan - Growth,INF846K01VJ3,12.29,31-Jan-2018
135121,Axis Equity Saver Fund - Direct Plan - Monthly IDCW,INF846K01VK1,11.13,31-Jan-2018
135124,Axis Equity Saver Fund - Direct Plan - Quarterly IDCW,INF846K01VM7,11.23,31-Jan-2018
139520,Axis Equity Saver Fund - Direct Plan - Regular IDCW,INF846K01XP6,11.42,31-Jan-2018
135122,Axis Equity Saver Fund - Regular Plan - Growth,INF846K01VO3,11.92,31-Jan-2018
135123,Axis Equity Saver Fund - Regular Plan - Monthly IDCW,INF846K01VP0,10.84,31-Jan-2018
135125,Axis Equity Saver Fund - Regular Plan - Quarterly IDCW,INF846K01VR6,10.92,31-Jan-2018
139521,Axis Equity Saver Fund - Regular Plan - Regular IDCW,INF846K01XR2,11.58,31-Jan-2018
136567,DSP Equity Savings Fund - Direct Plan - Growth,INF740KA1504,12.671,31-Jan-2018
136568,DSP Equity Savings Fund - Direct Plan - IDCW,INF740KA1512,12.052,31-Jan-2018
136569,DSP Equity Savings Fund - Direct Plan - IDCW - Monthly,INF740KA1538,11.822,31-Jan-2018
136570,DSP Equity Savings Fund - Direct Plan - IDCW - Quarterly,INF740KA1553,12.157,31-Jan-2018
136563,DSP Equity Savings Fund - Regular Plan - Growth,INF740KA1439,12.369,31-Jan-2018
136564,DSP Equity Savings Fund - Regular Plan - IDCW,INF740KA1447,11.695,31-Jan-2018
136565,DSP Equity Savings Fund - Regular Plan - IDCW - Monthly,INF740KA1462,11.213,31-Jan-2018
136566,DSP Equity Savings Fund - Regular Plan - IDCW - Quarterly,INF740KA1488,11.268,31-Jan-2018
140350,Edelweiss Equity Savings Fund - Direct Plan - Bonus Option,INF843K01KD6,13.4133,31-Jan-2018
140347,Edelweiss Equity Savings Fund - Direct Plan - Growth Option,INF843K01KC8,13.4124,31-Jan-2018
140348,Edelweiss Equity Savings Fund - Direct Plan - IDCW Option,INF843K01KE4,12.1209,31-Jan-2018
141933,Edelweiss Equity Savings Fund - Direct Plan - Monthly - IDCW Option,INF754K01IN8,13.1694,31-Jan-2018
140352,Edelweiss Equity Savings Fund - Regular Plan - Bonus Option,INF843K01KH7,13.2086,31-Jan-2018
140351,Edelweiss Equity Savings Fund - Regular Plan - Growth Option,INF843K01KG9,13.2086,31-Jan-2018
140349,Edelweiss Equity Savings Fund - Regular Plan - IDCW Option,INF843K01KI5,11.3748,31-Jan-2018
141934,Edelweiss Equity Savings Fund - Regular Plan - Monthly - IDCW Option,INF754K01IP3,12.9659,31-Jan-2018
119128,HDFC Equity Savings Fund - Growth Option - Direct Plan,INF179K01XT4,36.9900,31-Jan-2018
101585,HDFC Equity Savings Fund - GROWTH PLAN,INF179K01AM7,35.4840,31-Jan-2018
119129,HDFC Equity Savings Fund - IDCW Option - Direct Plan,INF179K01XR8,12.5700,31-Jan-2018
101586,HDFC Equity Savings Fund - IDCW PLAN,INF179K01AK1,11.9660,31-Jan-2018
133051,ICICI Prudential Equity Savings Fund - Cumulative option,INF109KA14I5,12.94,31-Jan-2018
133054,ICICI Prudential Equity Savings Fund - Direct Plan - Cumulative option,INF109KA11J9,13.31,31-Jan-2018
133056,ICICI Prudential Equity Savings Fund - Direct Plan - Half Yearly IDCW,INF109KA14J3,12.71,31-Jan-2018
133049,ICICI Prudential Equity Savings Fund - Direct Plan - Monthly IDCW,INF109KA12J7,12.59,31-Jan-2018
133052,ICICI Prudential Equity Savings Fund - Direct Plan - Quarterly IDCW,INF109KA13J5,12.27,31-Jan-2018
133057,ICICI Prudential Equity Savings Fund - Half Yearly IDCW,INF109KA17I8,12.15,31-Jan-2018
133050,ICICI Prudential Equity Savings Fund - Monthly IDCW,INF109KA15I2,11.43,31-Jan-2018
133053,ICICI Prudential Equity Savings Fund - Quarterly IDCW,INF109KA16I0,11.67,31-Jan-2018
114982,IDBI Equity Savings Fund Growth Option,INF397L01315,15.8346,31-Jan-2018
118452,IDBI Equity Savings Fund Growth Option Direct,INF397L01AZ5,16.3812,31-Jan-2018
114630,IDBI Equity Savings Fund IDCW Option,INF397L01257,13.4825,31-Jan-2018
118453,IDBI Equity Savings Fund IDCW Option Direct,INF397L01BA6,12.0449,31-Jan-2018
114983,IDBI Equity Savings Fund Quarterly IDCW Option,INF397L01281,12.6096,31-Jan-2018
108995,IDFC Equity Savings Fund - Regular Plan - Growth,INF194K01581,19.0546,31-Jan-2018
108992,IDFC Equity Savings Fund - Regular Plan - Monthly IDCW,INF194K01599,12.0312,31-Jan-2018
133682,IDFC Equity Savings Fund - Regular Plan -Annual IDCW,INF194KA1XX2,11.0533,31-Jan-2018
133681,IDFC Equity Savings Fund-Direct Plan-Annual IDCW,INF194KA1YA8,11.3965,31-Jan-2018
118477,IDFC Equity Savings Fund-Direct Plan-Growth ,INF194K01Z02,19.5938,31-Jan-2018
118476,IDFC Equity Savings Fund-Direct Plan-Monthly IDCW,INF194K01Z10,12.3179,31-Jan-2018
131373,Kotak Equity Savings Fund - Direct - Growth,INF174K01D28,13.7322,31-Jan-2018
131375,Kotak Equity Savings Fund - Direct - Monthly Payout of Income Distribution cum capital withdrawal option,INF174K01D36,11.6866,31-Jan-2018
131377,Kotak Equity Savings Fund - Direct - Quarterly Payout of Income Distribution cum capital withdrawal option,INF174K01D44,11.4797,31-Jan-2018
131372,Kotak Equity Savings Fund - Regular - Growth,INF174K01C78,13.4241,31-Jan-2018
131374,Kotak Equity Savings Fund - Regular - Monthly Payout of Income Distribution cum capital withdrawal option,INF174K01C86,11.4318,31-Jan-2018
131376,Kotak Equity Savings Fund - Regular - QuarterlyPayout of Income Distribution cum capital withdrawal option,INF174K01C94,11.3793,31-Jan-2018
119802,L&T Equity Savings Fund - Direct Plan-Growth,INF917K01GE4,18.047,31-Jan-2018
119803,L&T Equity Savings Fund - Direct Plan-Monthly IDCW,INF917K01GA2,12.695,31-Jan-2018
115887,L&T Equity Savings Fund - Regular Plan - Growth,INF917K01AA5,17.367,31-Jan-2018
115883,L&T Equity Savings Fund - Regular Plan - Monthly IDCW,INF917K01965,12.428,31-Jan-2018
115886,L&T Equity Savings Fund - Regular Plan - Quarterly IDCW,INF917K01981,12.288,31-Jan-2018
119801,L&T Equity Savings Fund- Direct Plan-Quarterly IDCW,INF917K01GD6,12.987,31-Jan-2018
140444,Mahindra Manulife Equity Savings Dhan Sanchay Yojana - Direct Plan -Growth,INF174V01184,11.4410,31-Jan-2018
140447,Mahindra Manulife Equity Savings Dhan Sanchay Yojana - Regular Plan - Growth,INF174V01150,11.1813,31-Jan-2018
140442,Mahindra Manulife Equity Savings Dhan Sanchay Yojana -Direct Plan -Dividend,INF174V01192,10.9245,31-Jan-2018
140446,Mahindra Manulife Equity Savings Dhan Sanchay Yojana -Regular Plan -Dividend,INF174V01168,10.6703,31-Jan-2018
134597,NIPPON INDIA EQUITY SAVINGS FUND - Direct Plan - IDCW Option,INF204KA1W93,13.1734,31-Jan-2018
134599,NIPPON INDIA EQUITY SAVINGS FUND - Direct Plan - MONTHLY IDCW Option,INF204KA1X35,11.9983,31-Jan-2018
134601,NIPPON INDIA EQUITY SAVINGS FUND - Direct Plan - QUARTERLY IDCW Option,INF204KA1X19,12.0195,31-Jan-2018
134596,NIPPON INDIA EQUITY SAVINGS FUND - IDCW Option,INF204KA1W10,12.7758,31-Jan-2018
134598,NIPPON INDIA EQUITY SAVINGS FUND - MONTHLY IDCW Option,INF204KA1W51,11.6041,31-Jan-2018
134600,NIPPON INDIA EQUITY SAVINGS FUND - QUARTERLY IDCW Option,INF204KA1W36,11.6316,31-Jan-2018
134595,Nippon India Equity Savings Fund- Direct Plan- Growth Plan- Bonus Option,INF204KA1W85,13.1734,31-Jan-2018
134594,Nippon India Equity Savings Fund- Direct Plan- Growth Plan-Growth Option,INF204KA1W77,13.1734,31-Jan-2018
134602,Nippon India Equity Savings Fund- Growth Plan- Bonus Option,INF204KA1W02,12.7758,31-Jan-2018
134593,Nippon India Equity Savings Fund- Growth Plan- Growth Option,INF204KA1V94,12.7758,31-Jan-2018
138371,PGIM India Equity Savings Fund - Annual Dividend option,INF223J01EZ9,16.2099,31-Jan-2018
